,text,id,polarities
708,I stumbled upon this great pizzeria as I explored my new neighborhood.,1748813:0,['positive']
709,All of the pizzas are terrific and the price is even better!,1748813:1,"['positive', 'positive']"
710,I highly recommend the Sophia pizza.,1748813:2,['positive']
711,It's to die for!,1748813:3,['positive']
712,The food was mediocre at best but it was the horrible service that made me vow never to go back.,1748839:0,"['negative', 'negative']"
713,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",1748839:1,['negative']
714,So rushing us out was absolutely unnecessary!,1748839:6,['negative']
715,"For the people who want great food plus great service, Roxy is a place to AVOID!",1748839:7,"['negative', 'negative']"
716,"The first time the sushi was outstanding, the second time it was a little bland.",378848:1,"['positive', 'negative']"
717,I'm sure I'll return for a final judgement tho.,378848:2,['neutral']
718,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",378848:3,"['positive', 'positive', 'positive']"
719,Mizu is the Japenese find in Grammercy.,397331:0,['positive']
720,"While their kitchen food is delicious, their Sushi is out of this world.",397331:1,"['positive', 'positive']"
721,Mizu is home to creative and unique rolls not to found anywhere else.,397331:2,['positive']
722,"Not only is the cuisine the best around, the service has always been attentive and charming.",397331:3,"['positive', 'positive']"
723,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,397331:4,['positive']
724,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",404464:0,"['positive', 'negative', 'positive']"
725,I ordered the smoked salmon and roe appetizer and it was off flavor.,404464:1,['negative']
726,"The entree was bland and small, dessert was not inspired.",404464:2,"['negative', 'negative', 'negative']"
727,I expected quite a bit more from such an expensive menu.,404464:3,"['negative', 'negative']"
728,"The view is spectacular, and the food is great.",426805:0,"['positive', 'positive']"
729,Wonderful strawberry daiquiries as well!,426805:1,['positive']
730,Definitely worth the trip to Battery Park City!,426805:2,['positive']
731,One of my favorite places in Manhattan.,426805:3,['positive']
732,Authentic Taiwanese food that's cheap... what more could you ask for?,426930:0,"['positive', 'positive']"
733,(Besides that there should be more restaurants like it around the city).,426930:1,['positive']
734,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,426930:2,['positive']
735,delicious simple food in nice outdoor atmosphere.,430342:0,"['positive', 'positive', 'positive']"
736,"Kind, attentive wait staff.",430342:1,['positive']
737,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,430342:2,"['positive', 'positive']"
738,My friend devoured her chicken and mashed potatos.,430342:3,['positive']
739,Delicious crab cakes too.,430342:4,['positive']
740,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",430342:5,"['positive', 'positive']"
741,Great neighborhood joint.,430342:6,['positive']
742,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,433878:0,"['positive', 'positive', 'positive', 'positive']"
743,"Their calzones are horrific, bad, vomit-inducing, YUCK.",433878:1,['negative']
744,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,433878:2,['negative']
745,The counter service is bad.,433878:3,['negative']
746,They charge different prices all the time.,433878:4,['negative']
747,"They're rude at times, and not very friendly.",433878:5,['negative']
748,NO PIZZA 33 for me!,433878:6,['negative']
749,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",436868:0,['negative']
750,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",436868:1,"['negative', 'negative']"
751,"The sandwiches are dry, tasteless and way overpriced.",436868:2,"['negative', 'negative']"
752,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",436868:3,"['negative', 'negative', 'negative']"
753,"Seriously, this place kicks ass.",444818:0,['positive']
754,"The atmosphere is unheralded, the service impecible, and the food magnificant.",444818:1,"['positive', 'positive', 'positive']"
755,"Best Italian food I ever had (and being Italian, that means alot).",444818:2,['positive']
756,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",444818:3,['positive']
757,"This is such a lovely, peaceful place to eat outside.",445960:0,['positive']
758,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,445960:1,['positive']
759,"It is set far from the small street it's on, and there is no traffic noise.",445960:2,['positive']
760,"The food is good, especially their more basic dishes, and the drinks are delicious.",445960:3,"['positive', 'positive', 'positive']"
761,"This is a great place to take out-of-towners, and perfect for watching the sunset.",445960:4,['positive']
762,Great sushi experience.,447697:0,['positive']
763,Nice value.,447697:1,['positive']
764,Unique apppetizers.,447697:2,['positive']
765,Try sushimi cucumber roll.,447697:3,['positive']
766,"Good spreads, great beverage selections and bagels really tasty.",449802:0,"['positive', 'positive', 'positive']"
767,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,449802:1,['negative']
768,Murray won't do it.,449802:3,['negative']
769,Won't or Can't is not in the service directory.,449802:4,['negative']
770,But who says Murray's is anything about service.,449802:5,['negative']
771,"So close, but not good enough.",449802:6,['neutral']
772,Don't be fooled by crowds of people.,454704:0,['negative']
773,The service is awful.,454704:1,['negative']
774,This place is not worth the prices.,454704:2,"['negative', 'negative']"
775,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",454704:3,['negative']
776,Love Pizza 33..,455623:0,['positive']
777,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,455623:1,['positive']
778,It hits the spot every time,455623:3,['positive']
779,This tiny Williamsburg spot is always pleasantly surprising.,461928:0,['positive']
780,The pizza is delicious and the proprietor is one of the nicest in NYC.,461928:1,"['positive', 'positive']"
781,I've been many time and have never been disappointed.,461928:3,['positive']
782,They even scoop it out nice (for those on a diet) not too much not to little.,464215:1,['positive']
783,The cream cheeses are out of this world and I love that coffee!!,464215:2,"['positive', 'positive']"
784,A little crowded but they move that line really fast!,464215:3,"['positive', 'negative']"
785,A little pricey but it really hits the spot on a Sunday morning!,464215:4,"['negative', 'positive']"
786,"Bagels are ok, but be sure not to make any special requests!",464342:0,"['neutral', 'negative']"
787,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,464342:1,['negative']
788,Be sure not to get anything other than bagels!..,464342:2,"['negative', 'positive']"
789,the turkey burgers are scary!,464342:3,['negative']
790,The worst excuse for Japanese food I've ever encountered.,470488:0,['negative']
791,The soup for the udon was soy sauce and water.,470488:1,['negative']
792,The sushi was awful!,470488:2,['negative']
793,The rice was poor quality and was cooked so badly it was hard.,470488:3,['negative']
794,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",470488:4,"['negative', 'negative']"
795,"The fish was adequate, but inexpertly sliced.",470488:5,['negative']
796,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,470488:6,['negative']
797,"Good, fast service.",475298:0,['positive']
798,I would highly recommend.,475298:1,['positive']
799,Food is great and inexpensive.,475298:2,"['positive', 'positive']"
800,The location is perfect.,475298:3,['positive']
801,Give it a try and enjoy.,475298:4,['positive']
802,"Well, this place is so Ghetto its not even funny.",475512:2,['negative']
803,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,475512:3,"['negative', 'negative']"
804,Would NEVER go back there.,475512:4,['negative']
805,Awsome Pizza especially the Margheritta slice.,476473:0,"['positive', 'positive']"
806,Always busy but fast moving.,476473:1,['positive']
807,Great atmoshere and worth every bit.,476473:2,"['positive', 'positive']"
808,Open late (well as late as I ever got there and I'm a night person),476473:3,['positive']
809,Winnie and her staff are the best crew you can find serving you.,483111:0,"['positive', 'positive']"
810,The food is reliable and the price is moderate.,483111:1,"['positive', 'neutral']"
811,What more can you ask for?,483111:2,['positive']
812,"For authentic Thai food, look no further than Toons.",485026:0,['positive']
813,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",485026:2,"['positive', 'positive']"
814,Everything about this restaurant was special.,485767:0,['positive']
815,"The service was attentive, yet discreet.",485767:1,['positive']
816,The flavors robust and subtle.,485767:2,['positive']
817,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,485767:3,['positive']
818,I'm saving up for my next visit.,485767:4,['positive']
819,The place was quiet and delightful.,485966:1,['positive']
820,Service was good and food is wonderful.,485966:2,"['positive', 'positive']"
821,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,485966:3,"['positive', 'positive']"
822,It is definitely a good spot for snacks and chat.,485966:4,['positive']
823,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",490565:0,['positive']
824,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",490565:1,['positive']
825,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",490565:2,"['positive', 'positive', 'positive']"
826,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",490565:3,['positive']
827,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",490565:4,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
828,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",490565:5,['positive']
829,You can't go wrong with this place.,490565:6,['positive']
830,Suan is a great place that I often take my friends (classmates) too.,493013:0,['positive']
831,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",493013:1,"['positive', 'positive']"
832,I LOVE their Thai,493013:2,['positive']
833,noodles with shrimp and chicken and coconut juice is the MUST!,493013:3,['positive']
834,I will go back to Suan soon!,493013:5,['positive']
835,In summer-eat outside on a terrace (another great feature of Suan)!!!,493013:6,['positive']
836,I cannot imagine a friendlier staff working in a restaurant.,493514:0,['positive']
837,I cannot imagine better Indian food in all of the city.,493514:1,['positive']
838,I cannot imagine you not rushing out to eat there.,493514:2,['positive']
839,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",494850:1,"['negative', 'negative']"
840,I wish they would change back to what it was before.,494850:2,['negative']
841,The food now is inconsistent.,494850:3,['negative']
842,This is the kind of place you'd like to take all your friends to and still keep a secret.,496132:0,['positive']
843,The setting is casual and romantic.,496132:1,['positive']
844,Prices are very good.,496132:2,['positive']
845,The food is excellent! ,496132:3,['positive']
846,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",496132:4,['positive']
847,"Do not get the Go Go Hamburgers, no matter what the reviews say.",498657:0,['negative']
848,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,498657:1,"['negative', 'negative', 'negative']"
849,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",498657:2,"['negative', 'positive']"
850,Steamed fresh so brought hot hot hot to your table.,498657:3,['positive']
851,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",498657:4,"['negative', 'negative', 'negative']"
852,"A few tips: skip the turnip cake, roast pork buns and egg custards.",498657:5,"['negative', 'negative', 'negative']"
853,These are overpriced and you can get better just around the corner:,498657:6,"['negative', 'negative']"
854,I was pleasantly suprised.,503807:1,['positive']
855,The food was exceptional.,503807:2,['positive']
856,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",503807:4,['positive']
857,The service was friendly and the atmosphere was casual.,503807:5,"['positive', 'neutral']"
858,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,503807:6,"['positive', 'neutral']"
859,this little place has a cute interior decor and affordable city prices.,505535:0,"['positive', 'positive']"
860,"the pad se ew chicken was delicious, however the pad thai was far too oily.",505535:1,"['positive', 'negative']"
861,"Have eaten at Ginger House several times, and it's always good.",507755:0,['positive']
862,The fried dumplings are GREAT!,507755:1,['positive']
863,Finally a reliable Chinese restaurant!,507755:2,['positive']
864,This place would be so much better served by being run by a group that actually understands customer service.,507844:0,['negative']
865,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",507844:1,['negative']
866,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",507844:2,['negative']
867,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",507844:3,['negative']
868,"Terrible, terrible management - deserves to be shut-down.",507844:4,"['negative', 'negative']"
869,Never fails to please.,507937:0,['positive']
870,"delicious bagels, especially when right out of the oven.",507937:1,['positive']
871,Spreads and toppings are great - though a bit pricey.,507937:2,"['positive', 'positive', 'negative', 'negative']"
872,Service is fast and friendly.,507937:3,['positive']
873,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",507937:4,['negative']
874,But that is highly forgivable.,507937:5,['positive']
875,"Been there, done that, and New York, it's not that big a deal.",509227:0,['neutral']
876,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",509227:1,"['negative', 'negative']"
877,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",509227:2,['negative']
878,"Rao is a good restaurant, but it's nothing special.",509227:3,['neutral']
879,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",511290:1,['positive']
880,You must try the shrimp appetizers.,511290:2,['positive']
881,Even my Indian friend couldn't believe how good and tasty everything was.,511290:3,['positive']
882,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,511290:4,"['positive', 'positive']"
883,"Great food, great prices, great service.",512294:0,"['positive', 'positive', 'positive']"
884,"If you are looking for a good quality, cheap eats - this is the place.",512294:1,"['positive', 'positive']"
885,it's a perfect place to have a amanzing indian food.,512925:0,['positive']
886,I really loved the different and inovated touch that's the cheff gives to the food.,512925:1,['positive']
887,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",512925:2,"['positive', 'positive']"
888,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",513395:1,['negative']
889,Great bagels made the old-fashioned way.,513521:0,"['positive', 'positive']"
890,Drawbacks: service is slow and they don't toast!,513521:2,['negative']
891,The food was absolutely amazing!!,519425:0,['positive']
892,The baked clams octopus we shared as appetizers were the best we've ever had!! ,519425:1,['positive']
893,"The lamb was tender so full of flavor, the dessert was divine!!",519425:2,"['positive', 'positive']"
894,The waiter was attentive.,519425:3,['positive']
895,The place itself is beautiful the bar scene seems to be happening.,519425:4,"['positive', 'positive']"
896,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",521916:0,"['neutral', 'negative', 'positive']"
897,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",521916:1,"['negative', 'positive', 'negative']"
898,Dessert is a joke...dont bother,521916:2,['negative']
899,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",527109:0,['positive']
900,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",527109:1,"['positive', 'positive', 'positive']"
901,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",527109:2,"['positive', 'positive', 'positive', 'positive']"
902,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,527109:3,"['positive', 'positive']"
903,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",527109:4,"['neutral', 'positive']"
904,Fantastic place.,528251:0,['positive']
905,Cute and decorative.,528251:1,['positive']
906,A pleasant surprise.,528251:2,['positive']
907,Go there to relax and feel like your somewhere else.,528251:3,['positive']
908,Lucky Strike is a great casual place to just grab a bite to eat.,530517:0,['positive']
909,"Great food, great decor, great service.",530517:2,"['positive', 'positive', 'positive']"
910,I recommend it!,530517:3,['positive']
911,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",535086:0,['positive']
912,(Always ask the bartender for the SEASONAL beer!!!,535086:1,['positive']
913,Guaranteed to be a tasty experience!),535086:2,['positive']
914,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,535086:3,['positive']
915,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,535086:4,['positive']
916,All the people that I bring there go back on their own and bring THEIR friends!,535086:5,['positive']
917,Go there once and oh yes...you will go back...you will...,535086:6,['positive']
918,What a great place!,535171:0,['positive']
919,Not the typical NYC gimmick theme restaurant.,535171:1,['positive']
920,"A cool bar with great food, and tons of excellent beer.",535171:2,"['positive', 'positive', 'positive', 'positive']"
921,And even with it's Pub atmosphere they were great to my kids too!,535171:3,['positive']
922,Loved it!,535171:4,['positive']
923,The shrimp scampi was excellent and the antipasti were plentiful.,535248:1,"['positive', 'positive']"
924,It is expensive but well worth the money.,535248:2,"['negative', 'positive']"
925,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",535248:3,['positive']
926,The only thing more wonderful than the food (which is exceptional) is the service.,536919:0,"['positive', 'positive']"
927,The only thing the waiters don't do for you is wipe your chin when you leave.,536919:1,['positive']
928,Wonderful at holiday time.,536919:2,['positive']
929,Cozy romantic atomosphere with only around 15 tables at most.,541532:0,['positive']
930,Service was very prompt but slightly rushed.,541532:1,"['positive', 'negative']"
931,"Food was very good, but not what I would consider out of this world.",541532:2,['neutral']
932,Go here for a romantic dinner but not for an all out wow dining experience.,541532:3,"['positive', 'negative']"
933,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,553097:0,['positive']
934,Too bad the food wasn't of the same heritage.,553097:1,['negative']
935,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",553097:2,"['negative', 'negative']"
936,A real dissapointment.,553097:3,['negative']
937,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,553097:4,['negative']
938,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,553097:5,['negative']
939,Priced at upper intermediate range.,553097:6,['negative']
940,I really liked this place.,555734:0,['positive']
941,"Everything I had was good, and I'm a eater.",555734:1,['positive']
942,It was pretty inexpensive too.,555734:2,['positive']
943,This place has the best Chinese style BBQ ribs in the city.,558423:0,"['positive', 'positive']"
944,I also recommend the rice dishes or the different varieties of congee (rice porridge).,558423:1,"['positive', 'positive']"
945,It's great to go for a quick lunch either alone or with a friend.,558423:2,['positive']
946,It's definately not a place to go if you want to impress someone.,558423:3,['negative']
947,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",558423:4,"['positive', 'neutral', 'positive']"
948,Quick and friendly service.,558423:5,['positive']
949,This is one of the best comfort food places in the city.,558423:6,['positive']
950,It's somewhere you can eat and be happy.,558423:7,['positive']
951,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",561054:1,"['positive', 'positive']"
952,"The food is wonderful, tasty and filling, and the service is professional and friendly.",561054:2,"['positive', 'positive', 'positive']"
953,"I can't wait for summer, when they serve outside on their gigantic patio.",561054:3,['positive']
954,I recently tried Suan and I thought that it was great.,565344:0,['positive']
955,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,565344:1,"['positive', 'positive', 'positive']"
956,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,565344:2,"['positive', 'positive', 'positive']"
957,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,565344:3,['positive']
958,They all know you.,571962:0,['positive']
959,Good food.,571962:1,['positive']
960,Good drink.,571962:2,['positive']
961,How do you rate home?,571962:3,['positive']
962,I have never had cheescake like this.,578016:0,['positive']
963,I thought I had died and gone to heaven.,578016:1,['positive']
964,"Great spot, whether looking for a couple of drinks or quiet dinner.",584025:0,"['positive', 'positive']"
965,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,584025:1,"['positive', 'positive']"
966,The food is great and they have a good selecion of wines at reasonable prices.,584025:2,"['positive', 'positive', 'positive']"
967,Have been several times and it never dissapoints.,584025:3,['positive']
968,We were less than impressed.,608500:1,['negative']
969,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",608500:2,"['positive', 'positive', 'negative', 'negative']"
970,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",608500:3,"['negative', 'negative']"
971,Probably would not go again...,608500:4,['negative']
972,"i've been to sapphire twice and both times the food was fine, if not good.",610611:0,['positive']
973,"stick with the chicken, beef, and lamb dishes.",610611:1,"['positive', 'positive', 'positive']"
974,"service is friendly, and never had a problem walking in and getting a table.",610611:4,"['positive', 'positive']"
975,skip dessert.,610611:6,['negative']
976,Best Reuben sandwich ever!,611117:0,['positive']
977,A classic!,611117:1,['positive']
978,Don't miss Bloom's on your next trip to Manhatten.,611117:2,['positive']
979,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",611117:3,['positive']
980,Thanks Bloom's for a lovely trip.,611117:4,['positive']
981,"The food was not fresh, the sauces were bland and very oily.",615180:1,"['negative', 'negative']"
982,It just wasn't Thai.,615180:2,['negative']
983,Was surprisingly disappointed.,620892:1,['negative']
984,Pizza was a little soggy.,620892:2,['negative']
985,Ravioli was good...but I have to say that I found everything a bit overpriced.,620892:3,"['positive', 'negative']"
986,Not enough wines by the glass either.,620892:4,['negative']
987,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",620892:5,"['positive', 'positive']"
988,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",620892:6,"['neutral', 'negative']"
989,This place is a great bargain.,624715:0,['positive']
990,Authentic Pakistani food.,624715:1,['positive']
991,People are always friendly.,624715:2,['positive']
992,Don't waste money on decor.,624715:3,['neutral']
993,"Just straight up cheap, good food.",624715:4,"['positive', 'positive']"
994,Faan is sooo good.,626269:0,['positive']
995,The best pad thai i've ever had.,626269:1,['positive']
996,The design and atmosphere is just as good.,626269:2,"['positive', 'positive']"
997,bottles of wine are cheap and good.,626269:3,"['positive', 'positive']"
998,What more could you want?,626269:4,['positive']
999,The food was actually aweful.,630914:0,['negative']
1000,I'm not picky - but it was actually gross.,630914:1,['negative']
1001,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",630914:2,"['negative', 'negative', 'negative', 'negative', 'negative']"
1002,"Nice atmosphere, the service was very pleasant and the desert was good.",630914:3,"['positive', 'positive', 'positive']"
1003,Wouldn't recomend it for dinner!,630914:4,['negative']
1004,This is the perfect date spot for Williamsburg couples.,632121:0,['positive']
1005,The jukebox plays everything from Italian Opera to The Strokes.,632121:1,['positive']
1006,"The food is amazing, rich pastas and fresh doughy pizza.",632121:2,"['positive', 'positive', 'positive']"
1007,"Best of all is the warm vibe, the owner is super friendly and service is fast.",632121:3,"['positive', 'positive', 'positive']"
1008,"If only they delivered, they'd make a mint!",632121:4,['neutral']
1009,go here for the drinks!,657129:0,['positive']
1010,the drinks are amazing and half off till 8pm.,657129:3,"['positive', 'positive']"
1011,"Ask for Usha, the nicest bartender in manhattan.",657129:4,['positive']
1012,My fav was the sassy lassi...,657129:5,['positive']
1013,This is an amazing place to try some roti rolls.,680345:0,['positive']
1014,I really recommend the very simple Unda (Egg) rolls.,680345:1,['positive']
1015,"Delicate spices, onions, eggs and a kick-ass roti.",680345:2,"['positive', 'positive', 'positive', 'positive']"
1016,Amazing!,680345:3,['positive']
1017,"Toons has recently been redone, so it's now a very attractive space.",680390:0,['positive']
1018,The food's as good as ever.,680390:1,['positive']
1019,"In an area sadly lacking in decent Thai food, this is one of the best spots.",680390:2,['positive']
1020,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",682250:0,"['positive', 'positive', 'positive']"
1021,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",682250:1,['positive']
1022,Can't wait to go back.,682250:3,['positive']
1023,Best drumsticks over rice and sour spicy soup in town!,682391:0,"['positive', 'positive']"
1024,Beef noodle soup is good as well.,682391:1,['positive']
1025,The service is good and the resturant is clean.,682391:2,"['positive', 'positive']"
1026,Best Taiwanese food in NY!,682391:3,['positive']
1027,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,707917:0,['positive']
1028,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",707917:1,['positive']
1029,Rao's has the best service and atmosphere in NYC.,707917:2,"['positive', 'positive']"
1030,Good luck getting a table.,707917:3,['neutral']
1031,My roommate and I LOVE this place.,709294:0,['positive']
1032,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",709294:1,['positive']
1033,Indoor was very cozy and cute.,709294:2,['positive']
1034,"The portion sizes here are huge, and the sushi is good.",709294:3,"['positive', 'positive']"
1035,Staff is very accomodating.,709294:5,['positive']
1036,"Excellent dumplings served amid clean, chic decor.",713152:0,"['positive', 'positive']"
1037,"I got the $10 10-piece dim sum combo, every bite of which was great.",713152:1,['positive']
1038,But $1 for each small piece???,713152:2,['negative']
1039,Not worth it.,713152:3,['negative']
1040,I won't go back unless someone else is footing the bill.,713152:4,"['negative', 'negative']"
1041,The decor is very simple but comfortable.,717570:1,['positive']
1042,The food was delicious but do not come here on a empty stomach.,717570:2,"['positive', 'negative']"
1043,The portions are small but being that the food was so good makes up for that.,717570:3,"['negative', 'positive']"
1044,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,717570:4,"['positive', 'positive']"
1045,The staff there is very attentive and down to earth.,717570:5,['positive']
1046,I loved it and would go again.,717570:6,['positive']
1047,Great Indian food and the service is incredible.,720418:0,"['positive', 'positive']"
1048,The owner truly caters to all your needs.,720418:1,['positive']
1049,"When family came in he gave them apps to test their palets, and then ordered for them.",720418:2,['positive']
1050,Everyone was more then happy with his choices.,720418:3,['positive']
1051,Great food and the prices are very reasonable.,720418:4,"['positive', 'positive']"
1052,The food here does a great service to the name (Cantonese that is...).,720620:1,['positive']
1053,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,720620:2,['positive']
1054,This dish is my favorite and I always get it when I go there and never get tired of it.,720620:3,['positive']
1055,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",720620:4,"['positive', 'positive']"
1056,Simply some good tasting Chinese food at incredible prices...,720620:5,"['positive', 'positive']"
1057,Service is not what you are coming here for...,720620:6,['negative']
1058,Big Wong is a great place to eat and fill your stomach.,720620:8,['positive']
1059,"whoever the jazz duo was, they were on POINT.",735448:1,['positive']
1060,"good music, great food, speedy service affordable prices.",735448:2,"['positive', 'positive', 'positive', 'positive']"
1061,even the wine by the glass was good.,735448:3,['positive']
1062,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",735448:4,"['neutral', 'positive']"
1063,Consistently good Japanese Tapas.,737999:0,['positive']
1064,Always good drinks and service is pretty good;,737999:2,"['positive', 'positive']"
1065,Atmosphere is nice and relaxed too...,737999:3,['positive']
1066,A great place to meet up for some food and drinks...  ,737999:4,['positive']
1067,Yakitori (bbq meats) is tasty too.,737999:5,['positive']
1068,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",740923:1,"['negative', 'negative', 'negative']"
1069,Price and quality of fish alone will keep us from making a return visit.,740923:2,"['negative', 'negative', 'negative']"
1070,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,740923:3,['negative']
1071,No thanks!!!,740923:4,['negative']
1072,"This place, which is only a few months old, is perhaps Queens' biggest secret!",744478:0,['positive']
1073,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",744478:1,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
1074,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,746254:0,['negative']
1075,We were then shooed inside.,746254:1,['negative']
