,text,id,polarities
1216,Muy bien.,es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:0,['positive']
1217,Pica pica y vino muy buenos.,es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:1,"['positive', 'positive']"
1218,Servicio muy bueno y nos han tenido en cuenta.,es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:2,['positive']
1219,"Mesa apartada por lo tanto, intimidad.",es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:3,['positive']
1220,Servicio y calidad correctos.,es_cullera_de_boix_91_NoemiFuentes_2011-03-21:0,"['positive', 'positive']"
1221,Excelentes arroces.,es_cullera_de_boix_93_Paola_2011-03-06:0,['positive']
1222,Todo muy bien,es_cullera_de_boix_93_Paola_2011-03-06:1,['positive']
1223,"Estuvimos en este restaurante en noche vieja y estuvo todo muy bien, la comida muy buena y el sitio agradable.",es_cullera_de_boix_95_RamonaStefan_2011-02-07:0,"['positive', 'positive', 'positive']"
1224,"El servicio correcto, trato agradable, el precio también.",es_cullera_de_boix_96_JoseAQuerol_2011-01-24:0,"['positive', 'positive']"
1225,"Los arroces espectaculares, muy bien.",es_cullera_de_boix_96_JoseAQuerol_2011-01-24:1,['positive']
1226,Preparamos una cena para el día de Navidad y la verdad es que no nos fue fácil encontarr algún restaurante abierto hasta que encontré esta página.,es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27:0,[]
1227,"El restaurante está muy bien, céntrico, buenos precios y la comida muy buena.",es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27:1,"['positive', 'positive', 'positive', 'positive']"
1228,"Éramos un grupo de 11 y nos prepararon una mesa un poco apartadita y el tarto fue muy bueno,lo recomiendo.",es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27:2,"['positive', 'positive']"
1229,"Merece la pena el menu degustación, por 32,50 euros tiene una calidad excelente.",es_doble-uno-zaragoza_comment-4523:0,"['positive', 'positive']"
1230,"El tapeo en la barra es fantástico, variado y precio correcto.",es_doble-uno-zaragoza_comment-4523:1,"['positive', 'positive', 'positive']"
1231,Por ponerle un fallo para el poco tiempo que lleva va mucha gente atraída por el diseño del local y la fama que va cogiendo su cocina. ,es_doble-uno-zaragoza_comment-4523:2,[]
1232,"Me pase el viernes para conocerlo, me quede impresionado del diseño del local, y no digamos con la carta que tienen, probé entre otras cosas un huevo a 65 grados con una tierra y chistorra que era para caerse al suelo.",es_doble-uno-zaragoza_comment-4530:0,"['positive', 'positive', 'positive']"
1233,Los precios son increíblemente razonables.,es_doble-uno-zaragoza_comment-4530:1,['positive']
1234,Merece la pena desde luego. ,es_doble-uno-zaragoza_comment-4530:2,['positive']
1235,Local decorado muy moderno y elegante.,es_doble-uno-zaragoza_comment-4558:0,['positive']
1236,la terraza con sillas de director en la misma linea de elegancia.,es_doble-uno-zaragoza_comment-4558:1,['positive']
1237,La comida y el servicio muy bien y el precio mejor todavía.,es_doble-uno-zaragoza_comment-4558:2,"['positive', 'positive', 'positive']"
1238,Muy recomendable. ,es_doble-uno-zaragoza_comment-4558:3,['positive']
1239,"El sábado 01-11-14, estuvimos cenando mi pareja y yo, y otra pareja, y salimos todos encantados, yo este sitio solo lo había visitado para tomar una tapa, y como he visto que la gente hablaba bien de la carta, lo probamos y efectivamente fue un total acierto, hacia tiempo que no encontraba un sitio con tanta amabilidad desde el principio al final, por lo que yo puedo hablar, la comida estaba buenísima, elegimos el menú degustacion , y todo estaba riquísimo, el tiempo de los platos correcto, no tardaban nada, ademas dentro del menú entraba todo agua, vino, cafés e incluso chupitos, yo la verdad pienso volver, y pienso probar el resto de la carta, para saber si todo esta, tan rico como el menú que tomamos.",es_doble-uno-zaragoza_comment-4596:0,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
1240,"Yo invito a la gente que lo prueben y opinen, ya que es un sitio también muy bonito y acogedor.",es_doble-uno-zaragoza_comment-4596:1,['positive']
1241,Si siguen así pienso que pueden tener un buen futuro. ,es_doble-uno-zaragoza_comment-4596:2,['positive']
1242,"El local me encanta, el servicio muy bueno, la comida genial, aunque yo destacaría el huevo a 65 grados y el sashimi de atun que es para flipar y una torrija que te dan ganar de repetir, estuve allí el miércoles pasado con unas amigas y tenemos claro que volveremos , ah!",es_doble-uno-zaragoza_comment-4609:0,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
1243,por cierto los precios muy razonbles ,es_doble-uno-zaragoza_comment-4609:1,['positive']
1244,"la comida muy buena y atención buenísima, el menú degustación se queda bastante corto de cantidad, necesitas pedir algún plato mas y eso te eleva el precio, ya que las raciones son muy justas ",es_doble-uno-zaragoza_comment-4616:0,"['positive', 'positive', 'negative', 'negative']"
1245,Muy bien.,es_doble-uno-zaragoza_comment-4633:0,['positive']
1246,Cena estupenda trato excelente. ,es_doble-uno-zaragoza_comment-4633:1,"['positive', 'positive']"
1247,"La carta tiene platos muy apetecibles, es difícil decidirse y el trato es correcto.",es_doble-uno-zaragoza_comment-4729:0,"['positive', 'positive']"
1248,Sí es cierto que tardaron muchísimo en atendernos y que faltan pequeños detalles como una carta de vinos.,es_doble-uno-zaragoza_comment-4729:1,"['negative', 'negative']"
1249,"Algunos de los platos, no tenían la calidad que esperamos (como el pulpo braseado) y no pudimos probar el atún porque se les había terminado.. ",es_doble-uno-zaragoza_comment-4729:2,"['negative', 'negative']"
1250,El precio puede ser algo elevado pero es un lugar agradable. ,es_doble-uno-zaragoza_comment-4729:3,"['negative', 'positive']"
1251,"Nos gusto mucho el sitio, la comida y la atenciónTomamos el menu desgustacion y merece la pena, las raciones no son generosas pero no te vas con hambre, solo una pega: que la carne estaba templadaMuy recomendable para quien busca calidad y no cantidadAdemas no hay sorpresas de que si te cobro mas por pedir otra botella de vino o el pan……Ademas café y chupito incluido en los 34€/persona ",es_doble-uno-zaragoza_comment-4743:0,"['positive', 'positive', 'positive', 'positive', 'neutral', 'negative', 'positive', 'positive']"
1252,"Estuve cenando ayer por la noche, tenía ganas de probarlo, la verdad es que la comida estaba buena, de hecho felicitamos al cocinero (creo que se llamaba César).",es_doble-uno-zaragoza_comment-4747:0,"['positive', 'positive']"
1253,"El problema quizá pudo ser que en vez de pedir el menú degustación tiramos de carta, y sinceramente, me pareció un poco caro en relación con el tamaño de las raciones, a saber, un pulpo asado con langostinos, un atún rojo con teriyaki y algas, un steak tartare, un helado de ferrero rocher, la torrija con helado, dos aguas, una copa de vino y una cerveza 53 euros en total.",es_doble-uno-zaragoza_comment-4747:1,['negative']
1254,"Mi acompañante ya había cenado y se limitó a picotear de mis platos por probarlos, es decir, que salvo el postre y las bebidas, sólo cené yo.",es_doble-uno-zaragoza_comment-4747:2,[]
1255,"Y si bien repito que la comida estaba muy correcta, incluso por encima de la media de lo que se come en muchos sitios, lo cierto es que la cantidad de las raciones era justita.",es_doble-uno-zaragoza_comment-4747:3,"['positive', 'negative']"
1256,"Habrá quien diga con razón que 53 euros por cinco platos no es caro si están buenos, pero es que hoy en día la restauración ha cambiado mucho, y se puede comer muy bien por precios más asequibles en otros restaurantes de la ciudad, entre ellos algunos de los que comenta el Sr. Aranda en este blog.",es_doble-uno-zaragoza_comment-4747:4,['negative']
1257,"Insisto en que en realidad la cena fué para un persona, con una copa de vino.",es_doble-uno-zaragoza_comment-4747:5,[]
1258,"La próxima vez pediré el menú degustación, y supongo que saldrá bastante más económico, y mejorará la relación calidad-precio.",es_doble-uno-zaragoza_comment-4747:6,[]
1259,"En cualquier caso un sitio interesante para cenar, en concreto el pulpo con langostinos, delicioso. ",es_doble-uno-zaragoza_comment-4747:7,"['positive', 'positive']"
1260,Pedimos el menú degustación y la verdad estaba todo muy bueno.,es_doble-uno-zaragoza_comment-4794:0,['positive']
1261,"Los canelones de gallina trufados, excelentes, así como el huevo y el postre.",es_doble-uno-zaragoza_comment-4794:1,"['positive', 'positive', 'positive']"
1262,Volveremos sin dudarlo. ,es_doble-uno-zaragoza_comment-4794:2,['positive']
1263,Paseabamos por esa calle y entramos en el Dobleuno simplemente porque queríamos tapear algo.,es_doble-uno-zaragoza_comment-4847:0,[]
1264,No lo conocíamos y no esperábamos nada especial.,es_doble-uno-zaragoza_comment-4847:1,[]
1265,La sorpresa fue tremenda cuando probamos la primera tapa y siguió con las demas.,es_doble-uno-zaragoza_comment-4847:2,[]
1266,Buena calidad y precio razonable.,es_doble-uno-zaragoza_comment-4847:3,"['positive', 'positive']"
1267,Nos gusto tanto que al día siguiente fuimos a cenar.,es_doble-uno-zaragoza_comment-4847:4,['positive']
1268,"Pedimos ensalada de espinacas, rissotto de setas y pulpo con langostinos.",es_doble-uno-zaragoza_comment-4847:5,[]
1269,Increíble.,es_doble-uno-zaragoza_comment-4847:6,['positive']
1270,No es común encontrar tanta calidad hoy en día y eso se agradece.,es_doble-uno-zaragoza_comment-4847:7,['positive']
1271,"El único “pero” es el tiempo de espera entre plato y plato, pero entiendo que no es excesivo si tenemos en cuenta que los platos son muy elaborados y se hacen en el momento. ",es_doble-uno-zaragoza_comment-4847:8,['neutral']
1272,"Pues discrepo del anterior comunicante Yo suelo comer mucho en el Frances y aunque es cierto que ha bajado algo la calidad se sigue comiendo bien, abundante y en un sitio acogedorLo recomiendo porque a pesar de todo se sigue comiendo bien es cierto que se echa en falta a jose el dueño, ahora estan los hijos y siempre pierde algo al pasar d euna generacion a otra  ",es_frances-zaragoza_comment-1356:0,"['positive', 'positive', 'positive', 'neutral']"
1273,Saludos ,es_frances-zaragoza_comment-1356:1,[]
1274,Menos mal que le puedo leer por una vez  una crítica acertada.felicidades sr. Aranda. ,es_frances-zaragoza_comment-885:0,['positive']
1275,"Restaurante diferente, creativo y agradable.",es_gamberro-zaragoza_comment-4834:0,['positive']
1276,La comida buenísima y sorprendente y el servicio impecable.,es_gamberro-zaragoza_comment-4834:1,"['positive', 'positive']"
1277,Volveremos. ,es_gamberro-zaragoza_comment-4834:2,['positive']
1278,Fue todo una experiencia.,es_gamberro-zaragoza_comment-4856:0,[]
1279,La comida estupenda y el trato magnífico. ,es_gamberro-zaragoza_comment-4856:1,"['positive', 'positive']"
1280,"Excelente trato y excelente comida, muy recomendable. ",es_gamberro-zaragoza_comment-4866:0,"['positive', 'positive', 'positive']"
1281,La comida excelente.,es_gamberro-zaragoza_comment-4867:0,['positive']
1282,el servicio un poco lento. ,es_gamberro-zaragoza_comment-4867:1,['neutral']
1283,"Buena voluntad pero exceso d ingredientes a fusionar,nada sublime ni sorprendente,amabilidad mucho camino x delante,no para repetir,a destacar q como el vino elegido no nos gustó nos lo cambiaron sin coste ",es_gamberro-zaragoza_comment-4868:0,"['negative', 'negative', 'negative']"
1284,"No es un comentario al restaurante lo que quiero hacer, sino una apreciación a tu comentario.",es_hosteria-botin-del-corregidor-zaragoza_comment-1117:0,[]
1285,Dices que por ese precio hay que comer bien.,es_hosteria-botin-del-corregidor-zaragoza_comment-1117:1,[]
1286,"Yo creo que en cualquier sitio que se sirvan comidas hay que comer bien te cobren lo que te cobren, ¿o es que con un precio barato se justifica que te pongan algo incomible?",es_hosteria-botin-del-corregidor-zaragoza_comment-1117:2,[]
1287,Mi opinión es que entonces es una estafa.,es_hosteria-botin-del-corregidor-zaragoza_comment-1117:3,['negative']
1288,"Si sirven tortilla de patata tiene que ser buena te cobren 2 euros o te cobren 100, el incremento del precio se deberá a otros factores como puede ser la profesionalidad, números de mesas por camarero, decoración del local y otros factores externos a la comida propiamente.",es_hosteria-botin-del-corregidor-zaragoza_comment-1117:4,[]
1289,"Un saludo, y gracias por tus críticas. ",es_hosteria-botin-del-corregidor-zaragoza_comment-1117:5,[]
1290,"Sí Manolo, tienes razón, no me he explicado bien, quería decir que no es un precio bajo como para poder dar todo por “bueno”, que hay que exigir un poco más.",es_hosteria-botin-del-corregidor-zaragoza_comment-1118:0,[]
1291,Un saludo. ,es_hosteria-botin-del-corregidor-zaragoza_comment-1118:1,[]
1292,"Hola,Comunicaros que ya lo podeis quitar de la lista, ya que hace un mes que lo han cerrado.",es_il-monasterio-zaragoza_comment-1655:0,[]
1293,Una pena ,es_il-monasterio-zaragoza_comment-1655:1,[]
1294,"lo mejor el jamon en lugar de sidreria pondria jamoneria, en mivida tome mejor jamonun saludo ",es_kupela-la-sidreria-zaragoza_comment-3018:0,['positive']
1295,"Tanto por placer como por trabajo, he visitado unas cuantas veces este restaurante .",es_kupela-la-sidreria-zaragoza_comment-4507:0,[]
1296,Destaca en todo lo que ofrece y lo hace de manera sobresaliente con la carne y los pescados.,es_kupela-la-sidreria-zaragoza_comment-4507:1,"['positive', 'positive', 'positive']"
1297,Absolutamente recomendable.,es_kupela-la-sidreria-zaragoza_comment-4507:2,['positive']
1298,"En mi opinión, es uno de los restaurantes mas profesionales de Zaragoza . ",es_kupela-la-sidreria-zaragoza_comment-4507:3,['positive']
1299,"En mi opinión, uno de los mejores restaurantes de Zaragoza.",es_kupela-la-sidreria-zaragoza_comment-4547:0,['positive']
1300,Lo he visitado en varias ocasiones y he de destacar la excelente calidad de la materia prima y el saber hacer en la cocina.,es_kupela-la-sidreria-zaragoza_comment-4547:1,['positive']
1301,"Puedes encontrar desde un chuletón bien trabajado, pasando por unos pescados en su punto justo o irte a menús mas elaborados, llenos de sabor y contrastes sin adulteraciones en el sabor.",es_kupela-la-sidreria-zaragoza_comment-4547:2,"['positive', 'positive', 'positive']"
1302,Relación calidad-precio fantástica.,es_kupela-la-sidreria-zaragoza_comment-4547:3,"['positive', 'positive']"
1303,Absolutamente recomendable.,es_kupela-la-sidreria-zaragoza_comment-4547:4,['positive']
1304,Mireya ,es_kupela-la-sidreria-zaragoza_comment-4547:5,[]
1305,Reserve y estuve comiendo con un buen amigo.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:0,[]
1306,Nos dejamos guiar y nos ofrecieron de entrantes para compartir unos buñuelos de bacalao con alioli de membrillo y unos calamares a la plancha.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:1,[]
1307,"De platos principales unos ""fideus rossejats"" y un tronco de merluza a la donostiarra; de postre el famoso ""tiramisú"" de la casa y una tarta de manzana caramelizada con helado de vainilla.",es_l_olive_0_AntonioSerranoPueyo_2015-06-01:2,[]
1308,Todo óptimo.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:3,['positive']
1309,Le solicité al responsable de Sala que el chef pusiera más guindilla al aderezo con ajos de la merluza.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:4,[]
1310,Así lo hizo y el resultado fue espectacular.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:5,[]
1311,"Para beber: un vino que recomienda la casa, el Viña Salceda Reserva 2010 D.O.C.",es_l_olive_0_AntonioSerranoPueyo_2015-06-01:6,[]
1312,"Rioja (divino y de una cosecha ""excelente"").",es_l_olive_0_AntonioSerranoPueyo_2015-06-01:7,['positive']
1313,Este restaurante es uno de los valores más seguros de la cocina catalana en Barcelona.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:8,['positive']
1314,Siempre es excelso en su comida y perfecto en su servicio.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:9,"['positive', 'positive']"
1315,El ambiente también es de maravilla.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:10,['positive']
1316,No se puede pedir más.,es_l_olive_0_AntonioSerranoPueyo_2015-06-01:11,[]
1317,Hacia tiempo que no habia estado y la experiencia fue muy decepcionante.,es_l_olive_12_MaiteRafolsSole_2013-12-27:0,['negative']
1318,Extremadamente caro por el tipo de cocina.,es_l_olive_12_MaiteRafolsSole_2013-12-27:1,['negative']
1319,"Croquetas oleosas, salmón marinado insulso y escaso láminas transparentes, alcachofas con almejas duras  y sosas de vivero cuando el precio del plato fue de 28€, el carpaccio de rape  testimonial.",es_l_olive_12_MaiteRafolsSole_2013-12-27:2,"['negative', 'negative', 'negative', 'negative', 'negative', 'negative']"
1320,El trato del maitre que nos tomó nota fue de muy poca profesionalidad impresionante y rozando la mala educación.,es_l_olive_12_MaiteRafolsSole_2013-12-27:3,['negative']
1321,"Desde que lo descubrí hace unos años, siempre que voy a barcelona, voy a l ólive.",es_l_olive_14_ClaraGarcia_2013-03-21:0,[]
1322,me encanta.,es_l_olive_14_ClaraGarcia_2013-03-21:1,['positive']
1323,Un restaurante muy recomendable.,es_l_olive_18_Igor_2012-10-08:0,['positive']
1324,La comida es deliciosa y las cantidades son más que aceptables.,es_l_olive_18_Igor_2012-10-08:1,"['positive', 'positive']"
1325,Algo caro pero sin duda muy recomendable para comer bien en Barcelona.,es_l_olive_18_Igor_2012-10-08:2,"['negative', 'positive']"
1326,Prefiero no opinar por el desengaño que tuve.,es_l_olive_20_JosepLlopisGimeno_2012-03-20:0,['negative']
1327,"Empecé el día con buen pie y lo continué escogiendo el lugar idóneo para comer, charlar  con los amigos y estar muy bien atendida.",es_l_olive_21_RosaRibasBalcells_2012-02-19:0,['positive']
1328,El local te ayuda a conseguir que puedas intercambiar ideas con  quienes compartes la mesa dado el bajo tono en que los comensales mantienen sus conversaciones.,es_l_olive_21_RosaRibasBalcells_2012-02-19:1,['positive']
1329,El servicio excelente.,es_l_olive_21_RosaRibasBalcells_2012-02-19:2,['positive']
1330,"Atentos, educados, discretos, todos cuantos nos atendieron y al despedirnos acudieron a darnos el último adios y el ""hasta la próxima.."" Prometimos volver pero esa vez con muchos más amigos a los que, previamente, habremos informado de ese almuerzo que nos redondeó un sábado inolvidable.",es_l_olive_21_RosaRibasBalcells_2012-02-19:3,"['positive', 'positive']"
1331,Gracias.,es_l_olive_21_RosaRibasBalcells_2012-02-19:4,['positive']
1332,Es muy buen restaurante.,es_l_olive_22_IsabelSanchezSanchdez_2012-01-07:0,['positive']
1333,Ya habiamos estado en el anterior en la calle muntaner.,es_l_olive_22_IsabelSanchezSanchdez_2012-01-07:1,[]
1334,"Este es mucho mas elegante, el trato muy correcto y la ambientacion te hace sentir muy a gusto.",es_l_olive_22_IsabelSanchezSanchdez_2012-01-07:2,"['positive', 'positive']"
1335,La comida de calidad.,es_l_olive_22_IsabelSanchezSanchdez_2012-01-07:3,['positive']
1336,Recomiendo los calçots rebozados.,es_l_olive_22_IsabelSanchezSanchdez_2012-01-07:4,['positive']
1337,Sin duda repetiremos.,es_l_olive_22_IsabelSanchezSanchdez_2012-01-07:5,['positive']
1338,el restaurante y la comida estupenda.,es_l_olive_23_Sandra_2011-11-23:0,"['positive', 'positive']"
1339,Pero la mujer que esta de cajera que fue quien nos recibio desde el primer momento nos hablo en catalan incluso dandose cuenta de que no lo entendiamos.,es_l_olive_23_Sandra_2011-11-23:1,['negative']
1340,me parecio de muy mal gusto puesto que que jamas he tenido ese problema en Barcelona y esto ha repercutido en mi valoracion al restaurante.,es_l_olive_23_Sandra_2011-11-23:2,[]
1341,Hemos comido bastante bien.,es_9reinas_73_Enrique_2011-01-23:0,['positive']
1342,"Los primeros bien, la carne excelente.",es_9reinas_73_Enrique_2011-01-23:1,"['positive', 'positive']"
1343,Se acerca más a los 45 que a los treinta euros.,es_9reinas_73_Enrique_2011-01-23:2,[]
1344,El trato exquisito.,es_9reinas_73_Enrique_2011-01-23:3,['positive']
1345,"Se nota que llevan un mes y medio y les falta un poco de rodaje, pero se le ven ganas de agradar para ganarse la clientela.",es_9reinas_73_Enrique_2011-01-23:4,['neutral']
1346,"Si no bajan la guardia, es posible que trabajen.",es_9reinas_73_Enrique_2011-01-23:5,[]
1347,Les deseo mucha suerte.,es_9reinas_73_Enrique_2011-01-23:6,[]
1348,"PD: No tiene nada que ver con la película de Darín, solo que les gustó el nombre.",es_9reinas_73_Enrique_2011-01-23:7,[]
1349,Deberían revisar las raciones que sirven: son realmente escasas!!,es_9reinas_8_MaraKacic_2014-12-08:0,['negative']
1350,"Comida y servicio excelentes, única pega la ya mencionada; raciones muy ""minimalistas"".",es_9reinas_8_MaraKacic_2014-12-08:1,"['positive', 'positive', 'negative']"
1351,"Por esto mismo no doy un 10 en ""calidad-precio"", aunque la calidad sea excelente.",es_9reinas_8_MaraKacic_2014-12-08:2,"['positive', 'negative']"
1352,Ayer estuvimos en el Aragonia para comer.,es_aragonia-palafox-zaragoza_comment-4199:0,[]
1353,"La reserva sin ningún problema, la atención inmejorable, preguntándonos si todo estaba en orden y el punto de la comida.",es_aragonia-palafox-zaragoza_comment-4199:1,"['positive', 'positive']"
1354,"Destacar la presentación, todos los platos, muy buena.",es_aragonia-palafox-zaragoza_comment-4199:2,['positive']
1355,"Y el lugar está muy bien decorado, sencillo, pero elegante.",es_aragonia-palafox-zaragoza_comment-4199:3,['positive']
1356,"Comimos un menú que era 25 euros, pero con suplemento para algunos platos.",es_aragonia-palafox-zaragoza_comment-4199:4,[]
1357,"Mi acompañante una sopa de cebolla, que de textura y de sabor estaban muy buenas, pero parecía poca cosa, porque en pocas cucharadas se acaba de comer enseguida.",es_aragonia-palafox-zaragoza_comment-4199:5,"['positive', 'negative']"
1358,"Y de segundo merluza con almejas en salsa verde, que eran pocos trozos, pero de primera calidad y muy bueno.",es_aragonia-palafox-zaragoza_comment-4199:6,"['positive', 'negative']"
1359,"Si bien agradecía que no fueran unas cantidades muy grandes, no es lo que se suele comer en casa.",es_aragonia-palafox-zaragoza_comment-4199:7,['neutral']
1360,"Yo pedí foie con tostadas, que la cantidad era más que correcta, si bien había pocas tostadas para la cantidad que era de foie.",es_aragonia-palafox-zaragoza_comment-4199:8,['neutral']
1361,"Muy buen sabor, en cualquier caso.",es_aragonia-palafox-zaragoza_comment-4199:9,['positive']
1362,"Y el segundo, paletilla de ternasco, de tamaño un pelín escaso (era en forma de redondo) y muy rico.",es_aragonia-palafox-zaragoza_comment-4199:10,"['positive', 'negative']"
1363,"Sin embargo, yo que soy de comer bastante, me daba la sensación de comer poco.",es_aragonia-palafox-zaragoza_comment-4199:11,['negative']
1364,"Ambos pedimos postre, melocotón de Calanda.",es_aragonia-palafox-zaragoza_comment-4199:12,[]
1365,Muy bueno y con helado de limón.,es_aragonia-palafox-zaragoza_comment-4199:13,['positive']
1366,Lo que sí me da la sensación es de haber comido poco.,es_aragonia-palafox-zaragoza_comment-4199:14,['positive']
1367,"Cosa que no me quedé con hambre, pero las raciones eran pequeñas en comparación con el precio.",es_aragonia-palafox-zaragoza_comment-4199:15,['negative']
1368,"Pensaba que eran con nuestras raciones, pero no es así.",es_aragonia-palafox-zaragoza_comment-4199:16,[]
1369,Yo vi por ejemplo un plato de judías verdes que era una cantidad muy muy pequeña que eran los comensales vecinos que teníamos a nuestro lado.,es_aragonia-palafox-zaragoza_comment-4199:17,['negative']
1370,"Después de probar varios restaurantes, me quedé un pelín decepcionado.",es_aragonia-palafox-zaragoza_comment-4199:18,[]
1371,"Ya sé que no se puede comparar el Aragonia con la Bodega de Chema, el Asador Broto o la Filoxera, pero en cambio con el DGusta en Utebo yo sí me quedé mucho más saciado y con sensación de haber comido más y por un precio similar.",es_aragonia-palafox-zaragoza_comment-4199:19,[]
1372,"Es decir, un restaurante, cuando estás satisfecho, tienes ganas de volver.",es_aragonia-palafox-zaragoza_comment-4199:20,[]
1373,"Así con los anteriores me ha pasado, no es el caso del Aragonia.",es_aragonia-palafox-zaragoza_comment-4199:21,[]
1374,"Está muy bien el lugar, estupendamente presentado, servicio inmejorable, buenos productos y de primera calidad, pero cantidades bajo mi punto de vista escasas, sobre todo si eres de comer mucho.",es_aragonia-palafox-zaragoza_comment-4199:22,"['positive', 'positive', 'positive', 'positive', 'negative']"
1375,Saludos. ,es_aragonia-palafox-zaragoza_comment-4199:23,[]
1376,"Hemos cenado muy bien, el menú montecito,la atención estupenda,El ambiente muy acogedor, la botella de vino de 500cc, se queda escasa para la cena.",es_asador-la-junquera-zaragoza_comment-4309:0,"['positive', 'positive', 'positive', 'negative']"
1377,"Es lo único reseñable, debería ser de 750cc,Bien calidad-precioLo recomiendo ",es_asador-la-junquera-zaragoza_comment-4309:1,"['positive', 'positive']"
1378,Estuve este sabado pasado cenando y he de felicitar tanto al restaurante como al camarero que nos atendio y por supuesto la comida.,es_asador-la-junquera-zaragoza_comment-4461:0,"['positive', 'positive', 'positive']"
1379,"Un sitio muy bonito, bien atendido, personal muy agradable, la comida bien servida y sin esperas y el sitio encantador.",es_asador-la-junquera-zaragoza_comment-4461:1,"['positive', 'positive', 'positive', 'positive', 'positive']"
1380,Volveremos.,es_asador-la-junquera-zaragoza_comment-4461:2,['positive']
1381,(El entrecotte de vaca estaba delicioso) ,es_asador-la-junquera-zaragoza_comment-4461:3,['positive']
1382,aceptable.,es_asador-la-junquera-zaragoza_comment-4490:0,['positive']
1383,muy  bien cortado el jamon y de buena calidad.,es_asador-la-junquera-zaragoza_comment-4490:1,"['positive', 'positive']"
1384,bastante bien el resto fe lis entrantes.,es_asador-la-junquera-zaragoza_comment-4490:2,['positive']
1385,"mejorables las costillas,ya que se anuncia costillas y se incluyen chuletas.",es_asador-la-junquera-zaragoza_comment-4490:3,['neutral']
1386,en conjunto bien. ,es_asador-la-junquera-zaragoza_comment-4490:4,['positive']
1387,"Servicio bienentorno muy agradable, realmente recomendable podremos repetir seguro.En cuanto a la comida relación precio calidad buena, los platos bien servidos y con cantidad suficiente, no nos quedamos con hambre, estuvimos tres personas.Unicamente comentar que seguramente por la hora que eran casi las 5 de la tarde, las brasas no debian de estar en su punto puesto que tanto el entrecot de vaca como el ternasco no tenian la presencia de es primer golpe de calor que los pone doraditos.",es_asador-la-junquera-zaragoza_comment-4494:0,"['positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'negative', 'negative']"
1388,Estaban buenos pero he comido brasas mejores.,es_asador-la-junquera-zaragoza_comment-4494:1,['neutral']
1389,"Por lo demas todo perfecto, lo recomiendo y lo pongo entre mis favoritos.",es_asador-la-junquera-zaragoza_comment-4494:2,['positive']
1390,"Ayer Celebramos La Comunion De Nuestra Hija,Fue Un Dia De Lluvia,Pero No Importo Porque Nos Los Preparativos Estaban De Sobresaliente ,Tanto En El Local Como En Lo Demas,La Atencion De Los Camareros Fue Destacable La Comida Toda Fue Genial.El Ternasco Salio Bordado.Muchas Gracias Por Todo Sois Los Mejores. ",es_asador-la-junquera-zaragoza_comment-4761:0,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
1391,Segunda Fiesta de Comunión que me toca pasar en la Junquera.,es_asador-la-junquera-zaragoza_comment-4765:0,[]
1392,"Trato agradable, buen servicio, la comida llegaba en su punto….",es_asador-la-junquera-zaragoza_comment-4765:1,"['positive', 'positive', 'positive']"
1393,Lástima del tiempo que no nos permitió disfrutar de las extraordinarias terrazas con las que cuenta el establecimiento. ,es_asador-la-junquera-zaragoza_comment-4765:2,[]
1394,Hoy he ido a comer con mia padres y he salido muy defraudado.,es_asador-la-junquera-zaragoza_comment-4802:0,['negative']
1395,"La comida ha sido de lo más corriente comparada con el precio, 45€ por persona.",es_asador-la-junquera-zaragoza_comment-4802:1,['negative']
1396,Creo que en esos precios hay que ser más exigente tanto en la calidad del menú como sobre todo en la calidad del servicio.,es_asador-la-junquera-zaragoza_comment-4802:2,"['negative', 'negative']"
1397,Camareros con poca experiencia y poco preparados para el precio pagado.,es_asador-la-junquera-zaragoza_comment-4802:3,['negative']
1398,No volveré. ,es_asador-la-junquera-zaragoza_comment-4802:4,['negative']
1399,El sitio es muy acojedor y relacion calidad precio miy bien.,es_asador-la-junquera-zaragoza_comment-4851:0,"['positive', 'positive']"
1400,Lo recomiendo muy contento. ,es_asador-la-junquera-zaragoza_comment-4851:1,['positive']
1401,"15.01.09 vieira con sopa, 21€ sin gusto.",es_bal-donsera-zaragoza_comment-1051:0,['negative']
1402,"presa iberica 30 € así no se presenta la presa ibérica, no me ha gustado, lo peor los postres, merengue, fresas…9€.",es_bal-donsera-zaragoza_comment-1051:1,"['negative', 'negative', 'negative', 'negative', 'negative']"
